total_workers,cutting_workers,sewing_workers,finishing_workers,absent_workers,cutting_output,sewing_output,finishing_output,final_output,daily_target,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,targeted_productivity_gain,target_achieved
103,32,44,27,0,1221,1804,1103,1103,1151,1,finishing,6,1,13,0
136,61,34,41,2,3165,1215,1803,1215,1153,0,sewing,0,0,-2,1
185,69,69,47,45,2600,2138,1375,1375,1435,1,finishing,0,0,-6,0
204,78,71,55,45,3180,2231,1666,1666,1514,0,finishing,0,0,4,1
116,29,57,30,19,1152,2120,810,810,698,0,finishing,0,0,5,1
192,78,74,40,45,3095,2517,1020,1020,923,0,finishing,0,0,0,1
146,36,63,47,34,1322,1889,1280,1280,1331,1,finishing,0,0,4,0
192,56,69,67,9,2255,2400,2679,2255,2370,1,cutting,2,0,5,0
180,46,78,56,18,2027,2547,1816,1816,1978,1,finishing,8,1,10,0
99,31,50,18,23,1054,1785,406,406,459,1,finishing,11,0,-2,0
120,25,73,22,8,894,2409,670,670,690,0,finishing,0,0,-2,0
150,68,25,57,37,2893,311,1525,311,349,1,sewing,5,1,19,0
189,68,68,53,27,2648,2438,1581,1581,1393,0,finishing,0,0,-1,1
177,62,76,39,39,2056,2300,978,978,889,0,finishing,0,0,5,1
103,45,42,16,19,1628,1408,486,486,534,1,finishing,8,1,10,0
102,20,66,16,20,645,1974,421,421,382,0,finishing,0,0,3,1
189,51,76,62,39,2062,2293,2248,2062,2361,1,cutting,2,1,13,0
167,58,49,60,9,2809,2082,2422,2082,2199,1,sewing,0,0,4,0
164,55,84,25,28,2465,2934,647,647,564,0,finishing,0,0,4,1
121,64,36,21,13,3166,1066,790,790,710,0,finishing,0,0,-2,1
148,34,57,57,30,1385,1909,1919,1385,1629,1,cutting,6,1,6,0
168,61,68,39,24,2593,2609,1423,1423,1406,0,finishing,0,0,-2,1
109,27,62,20,3,1059,2706,881,881,945,1,finishing,7,1,4,0
123,39,32,52,17,1423,985,1708,985,1191,1,sewing,0,0,4,0
132,58,53,21,25,1982,1929,486,486,539,1,finishing,3,1,8,0
149,67,29,53,20,2624,957,1497,957,1140,1,sewing,8,0,0,0
114,23,67,24,26,816,2568,748,748,707,0,finishing,0,0,6,1
179,31,87,61,25,1054,3451,2359,1054,898,0,cutting,0,0,0,1
178,41,79,58,30,1763,2944,1757,1757,1744,0,finishing,0,0,5,1
187,79,49,59,35,3089,1218,2022,1218,1259,1,sewing,8,1,8,0
167,48,86,33,9,1883,3711,1020,1020,1018,0,finishing,0,0,3,1
108,26,43,39,13,1092,1381,1110,1092,1100,1,cutting,0,0,2,0
181,61,68,52,27,2836,2395,1586,1586,1397,0,finishing,0,0,1,1
142,39,47,56,24,1612,1771,1962,1612,1467,0,cutting,0,0,4,1
159,44,60,55,28,1596,1712,1468,1468,1502,1,finishing,0,0,3,0
174,56,86,32,6,2701,3068,1155,1155,1160,1,finishing,0,0,-5,0
153,65,48,40,1,2828,2181,1670,1670,1628,0,finishing,0,0,3,1
157,54,40,63,13,2627,1629,1962,1629,1603,0,sewing,0,0,2,1
135,48,65,22,2,1910,2397,713,713,740,0,finishing,0,0,-5,0
153,52,63,38,34,1777,2288,1116,1116,955,0,finishing,0,0,2,1
196,77,62,57,34,3051,1977,1900,1900,1992,1,finishing,4,1,5,0
91,35,29,27,4,1434,1278,1153,1153,1138,0,finishing,0,0,-1,1
139,37,41,61,27,1210,1089,1893,1089,1230,0,sewing,0,0,-2,0
201,63,79,59,9,2775,2624,2336,2336,2778,1,finishing,11,1,20,0
144,58,45,41,9,2376,1846,1391,1391,1529,1,finishing,11,1,6,0
115,41,36,38,10,1906,1153,1469,1153,994,0,sewing,0,0,-3,1
147,44,38,65,7,1739,1546,2179,1546,1774,1,sewing,5,1,7,0
133,77,31,25,20,3690,867,668,668,830,1,finishing,7,1,8,0
120,36,26,58,16,1535,820,1735,820,812,0,sewing,0,0,5,1
192,60,72,60,15,2707,2630,2064,2064,2060,0,finishing,0,0,1,1
145,52,61,32,27,2083,2158,1052,1052,981,0,finishing,0,0,-5,1
185,80,64,41,20,3737,2358,1090,1090,939,0,finishing,0,0,3,1
120,23,35,62,9,960,1267,2586,960,1089,1,cutting,8,1,7,0
125,45,26,54,12,2131,933,2076,933,1119,1,sewing,9,1,5,0
165,58,82,25,33,2532,2478,568,568,508,0,finishing,0,0,-6,1
174,47,88,39,10,1945,2989,1573,1573,1447,0,finishing,0,0,6,1
147,74,40,33,19,3133,1206,840,840,841,1,finishing,11,1,5,1
217,79,84,54,54,2959,2338,1490,1490,1335,0,finishing,0,0,-6,1
130,42,48,40,22,1410,1561,1120,1120,1166,1,finishing,1,0,4,0
134,36,53,45,25,1297,1642,1648,1297,1286,0,cutting,0,0,1,1
168,62,81,25,8,2577,3125,813,813,885,1,finishing,0,0,0,0
130,46,67,17,10,2082,2978,621,621,666,1,finishing,11,1,14,0
191,68,76,47,46,2903,2564,1218,1218,1052,0,finishing,0,0,-6,1
109,28,44,37,16,916,1612,1015,916,1040,1,cutting,0,0,1,0
145,38,61,46,5,1800,2210,1452,1452,1437,0,finishing,0,0,6,1
144,27,58,59,15,1135,2080,2040,1135,1215,1,cutting,4,1,8,0
97,34,40,23,12,1194,1675,878,878,894,0,finishing,0,0,-6,0
169,44,77,48,19,1912,3292,1433,1433,1397,0,finishing,0,0,0,1
126,61,31,34,7,2506,1061,1128,1061,1056,0,sewing,0,0,-6,0
76,31,30,15,1,1464,1155,514,514,477,0,finishing,0,0,0,1
134,31,57,46,23,1109,1671,1601,1109,1335,1,cutting,6,1,20,0
160,58,72,30,17,2210,2559,1082,1082,1024,0,finishing,0,0,-5,1
98,22,49,27,22,752,1415,926,752,747,0,cutting,0,0,1,1
167,68,50,49,9,2548,1687,1798,1687,1626,0,sewing,0,0,2,1
156,42,71,43,7,2080,2376,1487,1487,1711,0,finishing,0,0,3,0
111,37,41,33,1,1901,1428,1471,1428,1365,0,sewing,0,0,1,1
172,63,90,19,10,2691,3537,614,614,625,1,finishing,0,0,3,0
124,33,26,65,29,1171,573,1931,573,635,1,sewing,0,0,-3,0
110,22,55,33,1,1033,2595,1127,1033,995,0,cutting,0,0,-6,1
184,61,56,67,13,2638,1734,2253,1734,1733,0,sewing,0,0,-5,0
199,80,58,61,8,3409,2340,2057,2057,1966,0,finishing,0,0,-1,1
120,34,60,26,8,1651,2366,1072,1072,1292,1,finishing,7,1,12,0
193,75,51,67,28,2794,1472,2284,1472,1767,1,sewing,0,0,5,0
143,47,72,24,30,1572,2155,491,491,534,1,finishing,11,0,-2,0
144,30,47,67,25,1142,1318,1929,1142,1149,1,cutting,12,1,4,0
134,58,37,39,24,1991,1230,1326,1230,1197,0,sewing,0,0,-3,1
136,69,35,32,9,3426,1314,1256,1256,1196,0,finishing,0,0,2,1
204,67,68,69,45,2194,1725,2318,1725,2092,1,sewing,4,0,5,0
93,37,40,16,1,1459,1526,602,602,649,1,finishing,0,0,0,0
124,44,43,37,18,1646,1620,1144,1144,1389,1,finishing,0,0,-5,0
105,34,38,33,11,1250,1314,1062,1062,1133,0,finishing,0,0,-4,0
158,31,79,48,21,1206,3045,1354,1206,1339,1,cutting,2,0,1,0
165,62,72,31,4,2991,3270,1340,1340,1446,1,finishing,8,1,7,0
196,56,79,61,17,2081,2773,1787,1787,2002,1,finishing,7,1,14,0
123,28,56,39,13,1142,2118,1346,1142,1128,0,cutting,0,0,-5,1
183,57,78,48,36,2345,2812,1265,1265,1134,0,finishing,0,0,-3,1
139,74,27,38,30,3444,656,895,656,680,1,sewing,5,1,17,0
153,35,51,67,14,1241,1616,2799,1241,1396,0,cutting,0,0,0,0
133,43,31,59,6,1985,1015,2468,1015,1071,1,sewing,0,0,-5,0
122,20,78,24,24,567,3019,700,567,629,1,cutting,11,1,13,0
89,27,44,18,20,845,1558,450,450,431,0,finishing,0,0,4,1
213,80,83,50,45,3423,2952,1388,1388,1575,1,finishing,9,1,8,0
159,67,52,40,39,2249,1382,1227,1227,1436,0,finishing,0,0,5,0
170,49,86,35,41,1832,3099,746,746,879,1,finishing,0,0,-5,0
126,43,67,16,15,1678,2536,371,371,382,1,finishing,11,1,11,1
123,37,35,51,18,1274,1290,1713,1274,1098,0,cutting,0,0,-2,1
153,20,70,63,18,822,2542,2013,822,820,0,cutting,0,0,-4,0
137,64,37,36,26,2931,1067,1088,1067,1125,1,sewing,1,0,-4,0
167,63,84,20,40,2083,2907,346,346,408,1,finishing,0,0,2,0
164,53,68,43,8,2180,2537,1756,1756,1828,1,finishing,4,1,6,0
138,29,88,21,0,1159,4064,802,802,967,0,finishing,0,0,-5,0
139,49,65,25,18,1811,2161,708,708,618,0,finishing,0,0,6,1
152,49,58,45,16,2190,2049,1798,1798,2237,1,finishing,5,1,8,0
166,48,71,47,39,2001,2118,1448,1448,1435,0,finishing,0,0,4,1
116,22,32,62,25,662,955,1656,662,733,1,cutting,2,0,1,0
135,62,36,37,29,2450,954,1225,954,833,0,sewing,0,0,-5,1
217,78,75,64,27,2937,2431,1946,1946,2232,1,finishing,5,1,8,0
189,80,85,24,40,2869,2810,537,537,570,1,finishing,8,0,-3,0
165,75,27,63,27,2882,643,1718,643,580,0,sewing,0,0,-2,1
227,75,82,70,26,3128,3079,2135,2135,2281,1,finishing,5,0,-1,0
203,80,78,45,30,3321,2923,1601,1601,1669,1,finishing,9,1,10,0
102,24,43,35,21,984,1602,1193,984,1095,1,cutting,3,1,14,0
135,27,77,31,33,914,3013,971,914,1075,1,cutting,1,0,-3,0
145,46,46,53,24,1641,1329,1511,1329,1649,1,sewing,5,1,20,0
171,72,40,59,31,3060,1090,1807,1090,1104,1,sewing,2,1,18,1
145,47,72,26,35,1806,2371,571,571,678,1,finishing,10,1,7,0
83,25,38,20,20,764,1364,441,441,518,1,finishing,9,1,5,0
193,62,62,69,26,2294,2288,2372,2288,2199,0,sewing,0,0,-5,1
167,42,84,41,41,1531,2928,873,873,862,0,finishing,0,0,-2,1
129,37,58,34,26,1470,1600,1178,1178,1005,0,finishing,0,0,6,1
144,43,65,36,10,2108,2921,1109,1109,1207,1,finishing,10,1,16,0
153,66,47,40,20,2759,1524,1070,1070,1231,1,finishing,11,1,9,0
174,80,66,28,5,3105,2567,1064,1064,1034,0,finishing,0,0,5,1
140,54,35,51,24,1840,1106,1969,1106,1141,1,sewing,4,0,2,0
190,73,56,61,24,3268,1988,1842,1842,2165,1,finishing,2,0,3,0
89,27,38,24,9,1041,1241,685,685,844,1,finishing,0,0,6,0
117,21,77,19,15,925,2489,604,604,601,0,finishing,0,0,1,1
142,71,45,26,19,2555,1350,808,808,785,0,finishing,0,0,-1,1
182,42,86,54,38,1506,2499,1768,1506,1639,0,cutting,0,0,-6,0
206,53,90,63,9,2092,3363,2652,2092,1815,0,cutting,0,0,-5,1
139,66,41,32,17,2774,1609,951,951,944,0,finishing,0,0,5,1
201,71,88,42,32,3228,3471,1113,1113,1068,0,finishing,0,0,5,1
133,37,75,21,19,1330,2471,653,653,656,1,finishing,6,1,16,1
148,47,50,51,22,1815,1757,1393,1393,1190,0,finishing,0,0,2,1
146,36,77,33,33,1202,2168,784,784,747,0,finishing,0,0,-1,1
97,35,34,28,21,1296,900,763,763,716,0,finishing,0,0,5,1
137,41,52,44,20,1820,1800,1359,1359,1375,1,finishing,10,1,6,0
192,56,78,58,48,1940,2587,1450,1450,1325,0,finishing,0,0,-6,1
137,37,78,22,7,1596,3181,777,777,662,0,finishing,0,0,-6,1
130,61,25,44,18,2270,808,1191,808,817,1,sewing,0,0,1,0
165,26,78,61,19,920,3118,2016,920,915,0,cutting,0,0,3,1
132,23,75,34,29,718,2664,1135,718,888,1,cutting,0,0,-6,0
101,28,38,35,22,1107,1077,908,908,1100,1,finishing,1,1,5,0
88,36,30,22,1,1845,1051,768,768,794,1,finishing,0,0,-4,0
162,57,83,22,8,2335,2885,775,775,952,1,finishing,9,1,19,0
181,62,87,32,20,2782,3179,815,815,971,1,finishing,4,1,10,0
117,64,34,19,15,2369,957,498,498,541,1,finishing,0,0,3,0
227,68,90,69,20,3064,3107,2319,2319,2123,0,finishing,0,0,-4,1
144,34,71,39,28,1354,2430,1292,1292,1144,0,finishing,0,0,-4,1
197,63,64,70,36,2542,1730,2588,1730,1899,1,sewing,0,0,-6,0
169,50,82,37,16,1824,3127,1165,1165,1050,0,finishing,0,0,0,1
137,52,67,18,28,1881,1945,397,397,450,1,finishing,10,0,3,0
152,51,80,21,3,2399,3746,699,699,597,0,finishing,0,0,-2,1
117,35,33,49,3,1464,1483,1984,1464,1466,1,cutting,12,0,-3,0
118,30,51,37,20,1050,1778,1271,1050,961,0,cutting,0,0,5,1
207,59,86,62,19,2746,3403,1855,1855,2009,1,finishing,1,1,17,0
94,41,27,26,8,1963,873,993,873,782,0,sewing,0,0,1,1
128,57,25,46,15,2409,658,1270,658,729,1,sewing,3,1,7,0
149,39,67,43,31,1545,2584,1151,1151,1150,0,finishing,0,0,-6,0
176,72,70,34,21,3382,2735,1199,1199,1401,1,finishing,12,1,8,0
156,46,53,57,9,1892,1687,2126,1687,1916,1,sewing,0,0,0,0
130,60,38,32,28,2746,1202,782,782,875,1,finishing,5,0,-6,0
193,57,68,68,39,1906,2301,2194,1906,2133,1,cutting,0,0,4,0
171,29,84,58,9,1223,3044,2148,1223,1116,0,cutting,0,0,-5,1
148,71,62,15,29,2468,1860,272,272,242,0,finishing,0,0,0,1
85,42,25,18,8,1597,1018,668,668,699,1,finishing,12,0,5,0
164,32,80,52,5,1304,2687,2243,1304,1223,0,cutting,0,0,0,1
144,47,76,21,16,2187,2922,554,554,576,1,finishing,0,0,6,0
112,32,57,23,13,1327,1987,625,625,637,1,finishing,7,0,2,0
160,48,65,47,22,1915,2239,1488,1488,1446,0,finishing,0,0,2,1
119,21,78,20,24,599,3175,543,543,542,0,finishing,0,0,3,1
134,54,62,18,25,1908,2212,406,406,468,1,finishing,0,0,-2,0
147,73,38,36,6,3564,1508,1412,1412,1516,1,finishing,12,0,-3,0
146,53,43,50,31,1835,1395,1623,1395,1299,0,sewing,0,0,5,1
170,79,25,66,31,3364,441,1767,441,425,0,sewing,0,0,2,1
110,26,56,28,3,1160,2511,1026,1026,888,0,finishing,0,0,0,1
165,50,48,67,15,2339,1749,2666,1749,2137,1,sewing,11,0,-4,0
152,72,55,25,32,3096,1707,594,594,556,0,finishing,0,0,3,1
180,51,72,57,17,2043,2844,1643,1643,1649,0,finishing,0,0,1,0
116,27,74,15,18,971,2840,433,433,421,0,finishing,0,0,-1,1
173,28,84,61,29,879,3389,1874,879,1011,1,cutting,7,1,9,0
142,61,44,37,21,2488,1610,995,995,1175,1,finishing,0,0,4,0
168,50,73,45,38,1936,2355,1492,1492,1723,1,finishing,10,0,3,0
168,73,76,19,2,2804,3363,636,636,731,1,finishing,4,1,11,0
134,26,47,61,24,971,1475,1672,971,950,0,cutting,0,0,5,1
168,24,81,63,23,883,3249,2499,883,830,0,cutting,0,0,0,1
105,28,50,27,8,1166,2044,834,834,948,1,finishing,2,1,7,0
128,33,29,66,8,1565,1014,2311,1014,989,0,sewing,0,0,-4,1
178,63,88,27,13,2759,3372,846,846,858,1,finishing,0,0,0,0
203,60,73,70,4,2712,2576,2605,2576,2356,0,sewing,0,0,-6,1
141,58,67,16,14,2722,2321,509,509,508,0,finishing,0,0,-4,0
121,38,34,49,18,1406,1072,1723,1072,997,0,sewing,0,0,2,1
155,64,39,52,30,2913,1242,1711,1242,1123,0,sewing,0,0,-3,1
96,41,32,23,6,1826,1328,964,964,1181,1,finishing,0,0,3,0
143,77,29,37,4,3898,1186,1410,1186,1093,0,sewing,0,0,-4,1
88,37,30,21,1,1663,1114,740,740,764,1,finishing,0,0,-6,0
120,21,50,49,19,850,1828,1807,850,828,0,cutting,0,0,6,1
127,44,41,42,27,1736,1032,1080,1032,1075,1,sewing,1,0,-5,0
112,57,26,29,13,2617,975,1089,975,1023,0,sewing,0,0,5,0
86,35,32,19,1,1392,1168,582,582,595,1,finishing,10,1,7,0
115,62,34,19,8,3068,1143,689,689,847,1,finishing,5,1,13,0
179,75,56,48,17,3014,2037,1357,1357,1360,1,finishing,2,0,-4,0
161,73,54,34,35,2661,1529,1013,1013,989,0,finishing,0,0,5,1
153,48,83,22,1,2159,2861,751,751,778,0,finishing,0,0,-2,0
194,74,74,46,1,3705,2914,1410,1410,1232,0,finishing,0,0,0,1
142,54,31,57,19,1921,1027,2291,1027,1233,1,sewing,5,1,10,0
132,68,28,36,27,3107,719,1229,719,871,1,sewing,11,0,2,0
179,49,79,51,36,1950,2371,1820,1820,1909,1,finishing,5,1,12,0
145,25,56,64,34,716,1721,1651,716,633,0,cutting,0,0,-2,1
118,70,26,22,9,3125,846,679,679,617,0,finishing,0,0,1,1
121,20,84,17,30,559,3047,306,306,311,0,finishing,0,0,3,0
139,55,65,19,28,1944,2370,375,375,403,1,finishing,0,0,3,0
121,61,31,29,3,2877,1097,1090,1090,1084,0,finishing,0,0,2,1
137,65,54,18,16,3150,1608,597,597,691,0,finishing,0,0,-3,0
99,42,38,19,16,1680,1275,503,503,451,0,finishing,0,0,4,1
136,46,34,56,27,2010,792,1675,792,884,1,sewing,8,1,13,0
112,59,28,25,11,2201,1128,960,960,892,0,finishing,0,0,6,1
190,40,90,60,47,1308,2907,1617,1308,1253,0,cutting,0,0,-6,1
145,62,44,39,5,3133,1991,1705,1705,1789,1,finishing,9,1,20,0
155,71,31,53,30,3022,743,1529,743,687,0,sewing,0,0,-3,1
163,41,56,66,23,1484,1766,2675,1484,1690,1,cutting,2,1,20,0
151,24,71,56,30,790,2336,1705,790,818,1,cutting,7,1,8,0
181,58,58,65,18,2310,1782,2167,1782,1749,0,sewing,0,0,1,1
136,60,50,26,29,2025,1320,611,611,638,1,finishing,0,0,-6,0
169,73,80,16,10,3681,2724,559,559,688,1,finishing,9,0,-2,0
162,27,68,67,21,1018,2515,2739,1018,963,0,cutting,0,0,-1,1
203,80,82,41,40,3100,2923,995,995,975,0,finishing,0,0,-4,1
176,66,90,20,9,3234,3638,639,639,639,0,finishing,0,0,1,1
182,31,90,61,37,922,3316,1674,922,897,0,cutting,0,0,2,1
236,77,90,69,59,2770,2465,1808,1808,1570,0,finishing,0,0,5,1
169,76,51,42,33,2848,1713,1145,1145,1125,0,finishing,0,0,-2,1
167,37,87,43,14,1713,3081,1706,1706,2048,1,finishing,3,0,2,0
226,73,90,63,10,2725,4010,2663,2663,2753,0,finishing,0,0,-6,0
127,43,51,33,27,1785,1610,1061,1061,916,0,finishing,0,0,5,1
161,78,40,43,27,3233,986,1121,986,923,0,sewing,0,0,-1,1
168,71,35,62,14,3276,1118,2181,1118,1041,0,sewing,0,0,2,1
157,63,34,60,20,2928,863,1701,863,996,1,sewing,11,0,4,0
116,60,26,30,4,2726,1155,965,965,879,0,finishing,0,0,1,1
181,72,48,61,31,2727,1287,2243,1287,1571,1,sewing,0,0,-5,0
162,51,51,60,11,1888,2050,2234,1888,1866,0,cutting,0,0,-1,1
132,50,48,34,14,2361,1820,1120,1120,1139,1,finishing,4,0,6,0
170,68,61,41,28,2595,2120,1047,1047,1042,0,finishing,0,0,-5,1
177,42,75,60,8,1953,2935,2440,1953,1958,1,cutting,9,0,6,1
128,46,32,50,20,1708,884,1578,884,885,1,sewing,12,0,4,1
136,72,30,34,28,2842,756,844,756,704,0,sewing,0,0,3,1
149,59,67,23,34,1952,2293,546,546,514,0,finishing,0,0,-1,1
158,69,33,56,3,3123,1250,1846,1250,1149,0,sewing,0,0,5,1
162,34,62,66,10,1623,2241,2093,1623,2009,0,cutting,0,0,-6,0
153,68,38,47,25,3042,933,1369,933,869,0,sewing,0,0,5,1
96,35,29,32,23,1191,854,1035,854,808,0,sewing,0,0,-2,1
129,75,35,19,4,3334,1490,737,737,697,0,finishing,0,0,2,1
123,58,44,21,23,2450,1342,637,637,768,1,finishing,5,0,-3,0
140,26,58,56,30,822,1800,1566,822,815,0,cutting,0,0,-2,1
197,78,89,30,24,2753,3235,825,825,836,1,finishing,0,0,-6,0
142,45,54,43,23,1787,1563,1282,1282,1194,0,finishing,0,0,-5,1
100,26,46,28,15,1065,1406,865,865,998,1,finishing,1,1,12,0
172,46,64,62,21,2036,1898,2258,1898,1973,1,sewing,0,0,2,0
206,70,87,49,31,2670,3191,1393,1393,1605,1,finishing,2,1,17,0
137,64,34,39,8,3012,1124,1525,1124,1019,0,sewing,0,0,-5,1
147,22,79,46,10,935,3100,1380,935,1059,0,cutting,0,0,-5,0
170,47,62,61,17,1948,2343,1992,1948,1911,0,cutting,0,0,2,1
180,63,51,66,39,2771,1332,2148,1332,1314,0,sewing,0,0,-1,1
146,79,42,25,33,3408,1137,556,556,506,0,finishing,0,0,-6,1
115,39,49,27,22,1336,1616,659,659,670,0,finishing,0,0,4,0
145,55,53,37,0,2804,2005,1565,1565,1826,1,finishing,7,1,10,0
89,24,44,21,6,964,1582,630,630,735,1,finishing,10,1,19,0
94,33,46,15,7,1659,1516,546,546,475,0,finishing,0,0,-6,1
92,40,34,18,4,1761,1325,679,679,621,0,finishing,0,0,-5,1
149,35,75,39,24,1388,2533,1362,1362,1171,0,finishing,0,0,3,1
150,73,52,25,17,3309,2059,768,768,793,1,finishing,7,1,9,0
161,21,71,69,29,683,2252,2218,683,710,1,cutting,0,0,-1,0
84,31,26,27,14,1205,734,892,734,710,0,sewing,0,0,-2,1
131,52,26,53,17,1846,719,1784,719,676,0,sewing,0,0,-2,1
120,37,32,51,26,1191,925,1630,925,930,1,sewing,11,1,7,1
110,22,72,16,19,909,2313,451,451,485,1,finishing,1,1,5,0
146,40,37,69,34,1340,1010,2349,1010,1127,1,sewing,12,0,3,0
185,66,71,48,0,3377,2814,2043,2043,2171,1,finishing,12,0,-4,0
110,48,30,32,19,1794,903,880,880,1071,0,finishing,0,0,-2,0
146,55,69,22,21,2226,2742,500,500,533,1,finishing,0,0,-5,0
148,31,65,52,1,1510,2927,1729,1510,1474,0,cutting,0,0,5,1
170,80,56,34,41,3583,1751,906,906,1007,1,finishing,5,0,-1,0
167,46,53,68,12,1798,1765,2904,1765,1601,0,sewing,0,0,-5,1
173,51,70,52,23,1972,2579,1690,1690,1751,0,finishing,0,0,3,0
137,44,44,49,13,2128,1562,1825,1562,1730,1,sewing,9,1,12,0
179,25,90,64,13,915,3446,1858,915,856,0,cutting,0,0,-4,1
136,50,42,44,20,1944,1296,1475,1296,1219,0,sewing,0,0,4,1
93,42,26,25,13,1741,812,957,812,727,0,sewing,0,0,-4,1
160,49,48,63,1,2163,2046,2450,2046,2447,1,sewing,0,0,5,0
156,43,68,45,25,1561,2712,1640,1561,1920,1,cutting,5,1,16,0
110,57,28,25,16,2137,802,818,802,926,1,sewing,3,0,-1,0
121,70,31,20,9,3338,971,633,633,637,1,finishing,0,0,-4,0
123,39,64,20,5,1569,2284,595,595,558,0,finishing,0,0,6,1
113,43,25,45,5,1798,933,1773,933,1149,1,sewing,12,0,-5,0
120,44,41,35,24,1941,1227,977,977,916,0,finishing,0,0,0,1
182,58,75,49,4,2442,3209,2138,2138,2063,0,finishing,0,0,-4,1
162,69,55,38,23,2736,2048,1253,1253,1544,1,finishing,0,0,-3,0
108,22,52,34,13,746,1850,1013,746,664,0,cutting,0,0,4,1
175,72,86,17,16,3496,3152,421,421,512,1,finishing,0,0,4,0
159,66,37,56,25,2954,888,1704,888,888,0,sewing,0,0,1,1
163,20,87,56,25,614,2642,1782,614,658,1,cutting,9,1,19,0
201,65,67,69,34,2941,1849,1928,1849,1905,1,sewing,0,0,-6,0
126,41,58,27,29,1499,1822,581,581,663,0,finishing,0,0,3,0
166,63,72,31,27,2435,2288,972,972,956,0,finishing,0,0,-1,1
116,46,27,43,10,1855,793,1267,793,916,1,sewing,0,0,2,0
128,26,41,61,9,1124,1481,2013,1124,1335,1,cutting,12,1,18,0
91,22,34,35,11,770,1275,1307,770,824,1,cutting,6,1,13,0
139,47,76,16,11,2308,2706,517,517,629,1,finishing,0,0,-3,0
148,56,58,34,32,2186,1984,1010,1010,933,0,finishing,0,0,-3,1
180,68,80,32,44,2787,2310,761,761,793,1,finishing,7,0,6,0
119,46,41,32,8,1956,1712,1185,1185,1041,0,finishing,0,0,5,1
112,40,53,19,19,1513,1978,593,593,605,1,finishing,9,0,-1,0
176,40,69,67,28,1324,2619,2211,1324,1302,0,cutting,0,0,0,1
129,36,76,17,5,1639,3097,562,562,549,0,finishing,0,0,-1,1
164,39,62,63,20,1506,2148,1843,1506,1536,1,cutting,1,1,13,0
172,55,87,30,24,2493,2759,899,899,961,1,finishing,10,0,-4,0
195,69,76,50,26,2704,2408,1870,1870,1776,0,finishing,0,0,4,1
138,26,65,47,34,818,1857,1334,818,905,1,cutting,0,0,-4,0
121,45,61,15,17,2034,2412,398,398,425,1,finishing,7,1,4,0
135,59,53,23,32,2651,1653,573,573,638,1,finishing,8,1,15,0
145,21,74,50,32,651,2754,1329,651,677,1,cutting,4,0,-2,0
80,24,28,28,18,889,748,898,748,904,1,sewing,2,1,14,0
150,75,45,30,29,3271,1119,907,907,1026,1,finishing,7,0,0,0
136,36,40,60,34,1344,1003,2120,1003,958,0,sewing,0,0,5,1
137,69,30,38,25,3026,782,1232,782,766,0,sewing,0,0,-4,1
195,74,58,63,37,3155,1493,1691,1493,1488,0,sewing,0,0,-3,1
184,70,86,28,16,2597,3396,746,746,856,1,finishing,5,1,14,0
211,70,82,59,16,3033,3174,2278,2278,2021,0,finishing,0,0,-3,1
199,76,72,51,23,3407,2374,1833,1833,1822,0,finishing,0,0,5,1
134,48,62,24,8,1842,2247,786,786,764,0,finishing,0,0,-3,1
144,57,63,24,0,2373,2778,988,988,1117,1,finishing,0,0,-1,0
157,61,44,52,32,2247,1177,1848,1177,1157,0,sewing,0,0,2,1
142,50,47,45,24,1680,1748,1335,1335,1173,0,finishing,0,0,-2,1
154,58,40,56,12,2364,1415,2315,1415,1723,1,sewing,9,1,10,0
112,43,29,40,20,1496,772,1054,772,781,1,sewing,1,1,20,1
122,35,56,31,25,1402,1964,954,954,896,0,finishing,0,0,1,1
114,31,30,53,8,1326,952,1675,952,1011,1,sewing,1,0,-3,0
187,57,86,44,6,2548,3774,1495,1495,1473,0,finishing,0,0,-5,1
128,48,35,45,12,1772,1267,1636,1267,1078,0,sewing,0,0,0,1
175,75,39,61,28,3324,991,2230,991,997,0,sewing,0,0,6,1
151,46,59,46,11,1874,2242,1473,1473,1459,0,finishing,0,0,2,1
135,35,68,32,32,1142,2168,1027,1027,1178,1,finishing,8,1,9,0
162,24,80,58,19,786,3316,1862,786,954,1,cutting,0,0,-3,0
144,33,64,47,19,1231,2319,1324,1231,1143,0,cutting,0,0,3,1
142,63,44,35,10,2481,1581,1042,1042,975,0,finishing,0,0,-1,1
194,53,85,56,38,2157,3054,1531,1531,1752,1,finishing,3,0,5,0
150,42,65,43,19,1670,2252,1377,1377,1557,1,finishing,3,1,12,0
99,21,50,28,21,768,1563,783,768,731,0,cutting,0,0,-1,1
171,55,50,66,13,2425,1807,2148,1807,1573,0,sewing,0,0,5,1
152,50,85,17,24,2095,3504,373,373,346,0,finishing,0,0,0,1
78,23,37,18,10,879,1292,657,657,569,0,finishing,0,0,5,1
154,24,66,64,26,891,2542,2214,891,904,1,cutting,9,1,12,0
176,55,62,59,1,2198,2776,2540,2198,2632,1,cutting,8,1,10,0
141,31,66,44,14,1244,2319,1606,1244,1369,1,cutting,0,0,-5,0
180,61,77,42,25,2710,2981,1486,1486,1454,0,finishing,0,0,-1,1
118,21,80,17,16,853,2816,495,495,442,0,finishing,0,0,-5,1
152,67,34,51,5,3408,1437,1898,1437,1752,0,sewing,0,0,1,0
171,59,49,63,4,2826,1921,2117,1921,1998,1,sewing,2,0,3,0
