total_workers,cutting_workers,sewing_workers,finishing_workers,cutting_attendance,sewing_attendance,finishing_attendance,cutting_output,sewing_output,finishing_output,final_output,daily_target,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,targeted_productivity_gain,target_achieved
179,75,53,51,71,33,43,3072,1453,1764,1453,1484,1,sewing,4,0,-5,0
96,38,36,22,27,31,17,1307,1104,603,603,748,1,finishing,0,0,-6,0
175,57,49,69,51,42,54,2488,1896,2376,1896,1775,0,sewing,0,0,3,1
112,34,38,40,23,36,31,920,1699,1319,920,925,1,cutting,0,0,4,0
156,74,29,53,61,21,50,3163,750,2247,750,859,1,sewing,12,1,5,0
162,71,67,24,71,46,18,3394,1597,773,773,706,0,finishing,0,0,0,1
100,39,45,16,35,39,12,1536,1584,422,422,411,0,finishing,0,0,5,1
158,38,61,59,29,58,55,1261,2078,2270,1261,1304,1,cutting,8,1,8,0
167,48,86,33,37,64,24,1822,2351,954,954,990,1,finishing,3,1,17,0
127,63,46,18,47,38,18,1904,1319,804,804,818,1,finishing,7,0,-5,0
156,35,75,46,28,67,34,1319,2630,1372,1319,1558,1,cutting,11,1,18,0
91,43,26,22,31,16,15,1390,693,564,564,521,0,finishing,0,0,3,1
169,50,60,59,38,54,43,1648,2591,1743,1648,1427,0,cutting,0,0,-1,1
112,24,48,40,16,40,34,791,1798,1290,791,758,0,cutting,0,0,2,1
168,65,40,63,51,27,45,2553,1180,1353,1180,1174,0,sewing,0,0,-6,1
135,28,51,56,21,32,53,873,1425,1657,873,775,0,cutting,0,0,2,1
166,30,79,57,21,62,46,811,2928,2004,811,745,0,cutting,0,0,-4,1
202,56,87,59,49,85,49,2277,3497,1975,1975,2091,0,finishing,0,0,-4,0
114,39,52,23,36,48,17,1666,1818,695,695,704,1,finishing,3,1,6,0
195,80,57,58,69,56,41,3139,1959,1680,1680,1998,1,finishing,11,1,20,0
144,58,45,41,44,37,39,1905,1757,1314,1314,1207,0,finishing,0,0,4,1
151,55,77,19,48,51,17,2435,2289,547,547,604,0,finishing,0,0,-3,0
147,44,38,65,44,25,47,1996,1156,1825,1156,1235,1,sewing,5,1,7,0
133,77,31,25,63,30,22,2553,1358,883,883,1024,1,finishing,10,0,-6,0
213,63,90,60,48,62,43,2078,2746,1324,1324,1648,1,finishing,0,0,3,0
155,46,83,26,39,71,23,1756,2688,837,837,1026,1,finishing,2,1,17,0
203,69,65,69,50,59,46,1953,2204,1444,1444,1410,0,finishing,0,0,-2,1
209,55,88,66,38,79,63,1714,3494,2343,1714,1799,1,cutting,7,0,-3,0
163,78,25,60,67,23,50,2775,1019,2213,1019,1249,1,sewing,10,1,9,0
142,63,53,26,46,42,18,2078,1988,654,654,653,0,finishing,0,0,-5,0
165,41,56,68,36,36,53,1518,1371,1759,1371,1595,1,sewing,11,1,5,0
217,79,84,54,70,53,46,2665,2143,1585,1585,1419,0,finishing,0,0,5,1
144,31,76,37,21,51,30,942,1794,1131,942,815,0,cutting,0,0,1,1
128,20,44,64,19,34,48,847,1334,1702,847,980,1,cutting,11,1,9,0
160,28,70,62,25,42,51,1259,1845,1614,1259,1092,0,cutting,0,0,0,1
151,67,67,17,51,61,12,2615,2893,536,536,489,0,finishing,0,0,1,1
147,71,41,35,61,40,33,3106,1832,1182,1182,1021,0,finishing,0,0,-6,1
109,28,44,37,27,26,36,1284,902,1528,902,918,0,sewing,0,0,1,0
145,38,61,46,27,60,42,1119,2168,1582,1119,1062,0,cutting,0,0,-2,1
177,64,56,57,57,39,52,2729,1768,2106,1768,1740,0,sewing,0,0,3,1
133,60,44,29,45,30,24,1734,1435,1054,1054,1074,0,finishing,0,0,-6,0
169,44,77,48,34,60,38,1452,2442,1430,1430,1421,0,finishing,0,0,-2,1
140,43,60,37,41,49,27,1741,1698,826,826,782,0,finishing,0,0,-3,1
155,38,85,32,35,57,26,1420,2694,921,921,794,0,finishing,0,0,-6,1
140,63,41,36,55,35,34,2689,1449,1209,1209,1193,0,finishing,0,0,0,1
86,25,38,23,18,23,23,928,1066,972,928,842,0,cutting,0,0,-5,1
126,24,68,34,23,64,25,1045,2313,797,797,818,1,finishing,9,1,15,0
130,48,40,42,35,39,40,1586,1846,1674,1586,1404,0,cutting,0,0,-4,1
119,38,30,51,26,30,39,1257,1186,1570,1186,1475,1,sewing,7,1,16,0
132,45,59,28,33,35,20,1518,1480,602,602,693,1,finishing,5,0,-3,0
147,38,59,50,27,40,39,1043,1493,1192,1043,1006,0,cutting,0,0,-4,1
124,37,31,56,28,31,42,1273,1054,1478,1054,1053,0,sewing,0,0,-5,0
199,80,58,61,60,47,58,2527,2246,2284,2246,2012,0,sewing,0,0,5,1
115,37,47,31,25,45,30,1292,2020,1251,1251,1184,0,finishing,0,0,0,1
207,80,57,70,76,54,64,3474,2453,2131,2131,1972,0,finishing,0,0,6,1
173,74,75,24,65,52,21,2805,2424,659,659,576,0,finishing,0,0,-4,1
180,32,87,61,24,70,39,1016,3247,1648,1016,1104,1,cutting,8,1,16,0
129,26,42,61,18,28,51,780,995,1540,780,964,1,cutting,5,0,4,0
149,58,26,65,40,16,59,1932,619,2396,619,564,0,sewing,0,0,3,1
225,77,81,67,58,67,53,2592,2506,2022,2022,1861,0,finishing,0,0,-6,1
123,72,30,21,67,22,14,3025,1005,449,449,473,1,finishing,0,0,4,0
149,38,53,58,32,52,40,1436,2489,1334,1334,1475,0,finishing,0,0,-1,0
118,27,71,20,18,61,15,728,2527,584,584,630,1,finishing,5,0,-5,0
182,37,88,57,30,68,39,1471,3132,1742,1471,1587,1,cutting,8,1,7,0
196,56,79,61,47,56,41,1998,2003,1702,1702,1718,1,finishing,10,1,14,0
123,28,56,39,25,50,32,1138,2044,1217,1138,979,0,cutting,0,0,5,1
158,46,53,59,33,38,49,1255,1820,1482,1255,1313,1,cutting,0,0,-1,0
118,43,42,33,37,29,29,1909,1356,975,975,1034,1,finishing,12,0,5,0
138,21,79,38,14,53,34,645,2155,1322,645,560,0,cutting,0,0,-4,1
100,25,56,19,17,51,18,681,1864,740,681,810,1,cutting,6,1,4,0
101,38,39,24,26,24,24,1261,985,723,723,857,1,finishing,5,1,20,0
135,39,54,42,29,40,29,1313,1907,924,924,859,0,finishing,0,0,-3,1
160,45,48,67,42,45,62,2090,2044,2295,2044,1907,0,sewing,0,0,0,1
127,30,31,66,26,28,55,1058,994,1714,994,1031,0,sewing,0,0,-2,0
87,30,38,19,24,22,16,975,810,703,703,605,0,finishing,0,0,3,1
137,56,30,51,54,18,34,2289,849,1024,849,842,0,sewing,0,0,0,1
136,52,49,35,48,40,24,2296,1414,866,866,926,1,finishing,0,0,3,0
188,70,73,45,67,70,30,2818,2528,1108,1108,1184,1,finishing,11,1,9,0
163,52,68,43,40,50,36,1721,2299,1312,1312,1580,1,finishing,0,0,3,0
116,58,34,24,58,30,22,2283,1026,912,912,878,0,finishing,0,0,6,1
152,70,36,46,52,35,39,2099,1334,1209,1209,1206,0,finishing,0,0,-5,0
145,31,83,31,28,65,27,1318,2337,860,860,836,0,finishing,0,0,-2,1
191,45,77,69,40,54,58,1725,2474,2568,1725,1767,1,cutting,11,0,4,0
138,23,56,59,16,37,41,673,1339,1475,673,606,0,cutting,0,0,1,1
135,62,36,37,57,35,34,2593,1590,1075,1075,928,0,finishing,0,0,0,1
176,69,80,27,60,69,18,2546,3308,671,671,768,1,finishing,0,0,-4,0
189,80,85,24,76,64,20,3492,3061,832,832,794,0,finishing,0,0,6,1
160,47,85,28,33,64,18,1694,2788,612,612,597,0,finishing,0,0,-5,1
133,37,76,20,29,73,19,1315,3166,643,643,687,1,finishing,5,0,-1,0
203,80,78,45,71,56,42,3050,2447,1505,1505,1432,0,finishing,0,0,3,1
127,32,34,61,32,29,58,1280,1255,2456,1255,1524,1,sewing,0,0,1,0
168,79,43,46,65,28,42,2709,1235,1882,1235,1508,1,sewing,10,0,-3,0
157,67,49,41,63,34,38,2584,1255,1248,1248,1548,1,finishing,5,1,20,0
171,72,40,59,65,38,51,2843,1479,1944,1479,1525,1,sewing,0,0,0,0
140,43,47,50,39,33,49,1719,1253,1954,1253,1474,1,sewing,2,1,7,0
106,25,27,54,23,17,50,1115,726,1908,726,733,1,sewing,7,0,6,0
144,49,73,22,40,70,21,2052,2723,880,880,917,1,finishing,7,0,-1,0
170,70,53,47,58,39,38,2453,1818,1658,1658,1742,1,finishing,0,0,-6,0
169,29,72,68,28,69,67,1299,2669,2973,1299,1426,1,cutting,0,0,4,0
142,45,31,66,45,27,55,1791,1158,2456,1158,1120,0,sewing,0,0,2,1
139,30,80,29,22,56,26,872,2356,932,872,1075,1,cutting,0,0,-1,0
89,33,36,20,23,34,13,1076,1438,395,395,487,0,finishing,0,0,0,0
106,21,41,44,19,29,35,895,1076,1151,895,1069,1,cutting,5,1,12,0
123,25,43,55,17,43,38,672,2020,1209,672,594,0,cutting,0,0,-4,1
105,25,34,46,22,34,35,956,1389,1061,956,931,0,cutting,0,0,-5,1
150,33,78,39,28,74,37,1127,2825,1611,1127,1150,1,cutting,0,0,-1,0
182,42,86,54,38,85,35,1528,3772,1536,1528,1304,0,cutting,0,0,-6,1
206,53,90,63,41,67,51,1623,2481,1780,1623,1533,0,cutting,0,0,-4,1
142,37,60,45,28,38,40,1341,1638,1480,1341,1525,1,cutting,5,0,4,0
174,74,60,40,54,54,38,2631,2071,1592,1592,1826,1,finishing,12,0,-1,0
150,59,38,53,53,35,40,2434,1373,1579,1373,1196,0,sewing,0,0,-6,1
161,52,57,52,49,43,52,2429,1850,2312,1850,1798,0,sewing,0,0,-4,1
179,71,66,42,54,50,34,2106,2159,1209,1209,1299,1,finishing,0,0,-1,0
168,33,84,51,28,64,50,1089,2430,1659,1089,1005,0,cutting,0,0,5,1
143,58,34,51,53,30,46,2249,1154,1516,1154,1326,1,sewing,2,1,14,0
161,57,74,30,57,44,23,2180,1978,888,888,808,0,finishing,0,0,-4,1
166,73,76,17,68,47,13,3197,1643,408,408,487,1,finishing,7,0,6,0
182,40,88,54,28,77,44,1337,3108,1880,1337,1436,1,cutting,1,0,-6,0
101,28,38,35,25,29,24,980,1279,1012,980,1134,0,cutting,0,0,5,0
137,75,31,31,53,19,20,2716,665,698,665,688,1,sewing,0,0,-4,0
162,57,83,22,43,69,16,2087,3203,711,711,715,1,finishing,10,1,19,1
167,37,66,64,36,54,48,1414,2415,1952,1414,1466,1,cutting,4,1,6,0
111,51,32,28,35,29,21,1559,1142,783,783,810,1,finishing,6,1,13,0
204,65,83,56,49,81,39,2489,3002,1382,1382,1690,1,finishing,4,0,0,0
164,30,64,70,30,58,48,1201,2683,1976,1201,1160,0,cutting,0,0,-4,1
110,37,28,45,35,24,43,1502,855,1644,855,843,0,sewing,0,0,0,1
179,52,80,47,46,51,44,1923,1803,1748,1748,1983,1,finishing,10,0,3,0
152,51,80,21,36,63,14,1478,2188,427,427,366,0,finishing,0,0,-5,1
144,37,53,54,36,53,47,1565,1877,1927,1565,1727,1,cutting,6,1,13,0
112,66,25,21,51,23,20,2465,1056,806,806,756,0,finishing,0,0,-4,1
142,31,67,44,23,40,43,1011,1371,1918,1011,1096,1,cutting,0,0,-1,0
121,50,25,46,42,22,32,1622,753,1286,753,662,0,sewing,0,0,2,1
137,30,43,64,22,28,50,1083,1083,1867,1083,1097,1,cutting,8,0,-1,0
154,39,67,48,39,61,46,1543,2659,1882,1543,1507,0,cutting,0,0,-3,1
142,62,43,37,58,25,27,2672,1093,984,984,847,0,finishing,0,0,0,1
130,60,38,32,59,36,28,2386,1682,986,986,1002,1,finishing,4,0,2,0
200,64,68,68,63,43,57,3095,1803,2387,1803,1764,0,sewing,0,0,-6,1
138,51,43,44,39,41,37,1822,1775,1278,1278,1219,0,finishing,0,0,-6,1
107,49,30,28,43,27,19,1666,1033,692,692,726,1,finishing,5,1,20,0
126,62,44,20,51,30,16,2246,1405,549,549,533,0,finishing,0,0,-3,1
187,71,74,42,61,74,30,3080,3469,1168,1168,1058,0,finishing,0,0,-1,1
171,71,42,58,55,33,41,2410,1214,1417,1214,1178,0,sewing,0,0,1,1
141,54,48,39,50,31,27,2268,1355,1014,1014,1137,1,finishing,7,1,4,0
167,69,78,20,52,65,16,2398,2549,629,629,770,0,finishing,0,0,0,0
161,28,76,57,19,74,53,844,2572,1633,844,995,1,cutting,0,0,-2,0
201,56,86,59,49,54,41,2369,2345,1684,1684,1476,0,finishing,0,0,-4,1
166,55,88,23,45,61,18,2105,2688,792,792,930,1,finishing,0,0,-4,0
146,58,40,48,43,31,37,1696,1064,1390,1064,1110,1,sewing,3,1,12,0
222,72,81,69,71,55,57,2843,1886,1831,1831,2010,1,finishing,4,1,13,0
127,38,37,52,33,33,41,1434,1444,1296,1296,1301,0,finishing,0,0,1,0
116,27,74,15,27,53,9,1269,2464,353,353,341,0,finishing,0,0,-4,1
164,49,83,32,34,59,25,1530,2717,829,829,957,1,finishing,0,0,-4,0
154,42,68,44,40,67,32,1675,2993,1105,1105,1152,1,finishing,8,1,9,0
209,56,89,64,55,69,45,2627,2914,1741,1741,1804,0,finishing,0,0,-6,0
148,74,45,29,54,30,25,2758,1220,1034,1034,1252,1,finishing,0,0,-4,0
203,66,74,63,59,73,42,2293,2737,1283,1283,1460,1,finishing,1,1,14,0
147,26,82,39,20,61,28,830,2447,960,830,722,0,cutting,0,0,2,1
140,71,49,20,67,29,14,2736,1314,607,607,608,1,finishing,0,0,-4,0
178,63,88,27,50,88,24,2250,3431,1043,1043,1262,1,finishing,2,1,8,0
154,70,63,21,52,52,16,2013,2161,485,485,537,1,finishing,6,0,-4,0
121,38,34,49,35,23,47,1786,943,1691,943,887,0,sewing,0,0,-5,1
173,57,85,31,39,53,25,1712,1950,1083,1083,949,0,finishing,0,0,5,1
103,41,32,30,35,20,28,1773,876,1161,876,856,0,sewing,0,0,0,1
143,58,35,50,55,23,40,2646,815,1497,815,729,0,sewing,0,0,1,1
109,39,54,16,27,32,16,1321,1175,625,625,640,0,finishing,0,0,1,0
161,23,74,64,22,66,45,968,2638,1442,968,1008,1,cutting,4,0,-6,0
109,35,54,20,33,32,16,1444,1425,673,673,655,0,finishing,0,0,6,1
143,20,56,67,14,35,44,556,1278,1348,556,568,1,cutting,10,1,7,0
115,62,34,19,51,28,15,2291,1240,530,530,579,1,finishing,9,0,4,0
129,35,59,35,35,52,30,1381,2020,1084,1084,1243,0,finishing,0,0,-4,0
161,73,54,34,68,38,23,2938,1726,738,738,877,1,finishing,2,0,-6,0
149,37,60,52,31,45,35,1203,2068,1251,1203,1082,0,cutting,0,0,1,1
103,22,53,28,21,36,28,924,1250,968,924,921,0,cutting,0,0,-6,0
214,78,68,68,62,65,68,2868,2899,2387,2387,2713,1,finishing,12,1,7,0
190,55,74,61,47,71,56,2090,2983,2157,2090,2054,0,cutting,0,0,0,1
127,49,55,23,34,41,18,1332,1537,686,686,687,1,finishing,11,0,4,1
119,71,26,22,58,24,19,2882,1100,696,696,592,0,finishing,0,0,-6,1
183,42,86,55,42,86,41,1836,3621,1278,1278,1482,1,finishing,5,1,12,0
147,36,88,23,28,63,16,1405,2720,535,535,526,0,finishing,0,0,2,1
208,75,81,52,62,50,50,2978,1742,2035,1742,1539,0,sewing,0,0,4,1
193,74,70,49,73,43,38,3131,1508,1392,1392,1376,0,finishing,0,0,-1,1
196,56,72,68,52,45,64,2286,1708,1943,1708,1705,0,sewing,0,0,0,1
194,77,72,45,62,62,29,2495,2146,1274,1274,1344,1,finishing,9,1,20,0
167,70,69,28,61,67,27,2345,2959,964,964,1027,0,finishing,0,0,-3,0
196,56,89,51,56,79,50,2702,3623,1895,1895,1727,0,finishing,0,0,2,1
169,53,81,35,45,60,35,2072,2805,1222,1222,1521,1,finishing,2,1,18,0
181,66,77,38,48,68,32,2163,3182,1273,1273,1280,1,finishing,3,1,11,1
204,69,77,58,66,54,56,2748,2052,1943,1943,1757,0,finishing,0,0,-4,1
199,56,88,55,45,63,49,1719,2248,1663,1663,1736,1,finishing,0,0,-6,0
169,73,80,16,73,58,10,2909,2675,437,437,489,1,finishing,12,0,-1,0
197,77,68,52,72,59,36,3738,2043,1478,1478,1486,1,finishing,7,0,1,0
167,64,42,61,49,41,41,1966,1398,1594,1398,1594,1,sewing,0,0,5,0
181,57,60,64,42,43,50,1886,1491,1888,1491,1506,1,sewing,7,0,-4,0
126,29,30,67,23,24,59,963,1111,2048,963,946,0,cutting,0,0,-2,1
167,37,87,43,28,62,36,1432,2333,1407,1407,1238,0,finishing,0,0,-2,1
94,29,37,28,28,27,18,1298,933,780,780,768,0,finishing,0,0,1,1
139,73,28,38,57,20,33,2506,804,1052,804,838,1,sewing,2,1,17,0
129,51,58,20,39,42,14,2010,1900,576,576,495,0,finishing,0,0,-4,1
151,52,67,32,50,60,31,2258,2692,1258,1258,1220,0,finishing,0,0,0,1
118,26,65,27,26,60,27,1000,2572,813,813,730,0,finishing,0,0,-3,1
144,63,50,31,59,34,27,2914,1505,924,924,890,0,finishing,0,0,2,1
141,74,52,15,64,33,12,2931,1218,392,392,388,0,finishing,0,0,0,1
170,60,55,55,53,48,51,2501,1753,1759,1753,1556,0,sewing,0,0,1,1
179,51,75,53,46,62,49,1938,2298,2177,1938,2331,1,cutting,4,1,7,0
150,31,84,35,31,57,27,1480,2500,1123,1123,1161,1,finishing,4,0,-2,0
173,52,52,69,49,32,61,2391,1205,2120,1205,1211,1,sewing,5,1,11,1
105,41,30,34,35,24,25,1610,871,827,827,864,1,finishing,10,1,4,0
164,71,73,20,71,53,18,3460,2212,716,716,715,0,finishing,0,0,-3,0
175,30,75,70,24,54,70,966,2118,2534,966,956,0,cutting,0,0,-6,1
112,22,27,63,16,24,52,785,830,1780,785,731,0,cutting,0,0,5,1
96,35,29,32,35,18,32,1515,712,1352,712,870,0,sewing,0,0,2,0
160,66,78,16,46,55,10,2221,2480,329,329,327,0,finishing,0,0,-1,1
199,47,90,62,32,73,48,1421,2583,2137,1421,1421,0,cutting,0,0,0,1
119,25,53,41,25,39,41,1049,1709,1541,1049,1100,1,cutting,9,1,18,0
102,34,28,40,26,23,31,1161,817,1074,817,761,0,sewing,0,0,-5,1
100,26,46,28,25,45,21,979,1784,893,893,926,1,finishing,0,0,1,0
147,36,77,34,36,67,24,1386,2924,935,935,1031,1,finishing,8,1,14,0
151,61,55,35,56,55,29,2531,2531,1301,1301,1123,0,finishing,0,0,5,1
120,24,73,23,16,48,22,775,1743,804,775,819,1,cutting,0,0,6,0
163,53,87,23,50,77,14,2107,3087,481,481,570,1,finishing,6,1,9,0
139,29,62,48,23,62,42,1041,2326,1551,1041,1286,1,cutting,3,0,5,0
173,73,85,15,61,77,10,2446,2690,446,446,389,0,finishing,0,0,5,1
145,26,83,36,19,52,32,846,1881,1128,846,835,0,cutting,0,0,4,1
101,20,49,32,16,42,29,771,1643,1203,771,896,1,cutting,0,0,3,0
128,29,38,61,23,30,44,958,1062,1845,958,987,1,cutting,10,1,19,0
94,33,46,15,26,33,9,1326,1406,289,289,280,0,finishing,0,0,-5,1
131,77,31,23,69,30,21,3032,1218,725,725,796,1,finishing,12,1,13,0
186,73,65,48,53,58,37,2722,2739,1572,1572,1914,1,finishing,5,1,17,0
156,61,69,26,42,68,21,2098,3045,738,738,752,1,finishing,4,1,9,0
132,79,26,27,69,20,25,2810,844,873,844,1040,1,sewing,0,0,-2,0
138,22,60,56,22,48,37,1142,2105,1262,1142,1055,0,cutting,0,0,-6,1
213,75,85,53,72,80,49,2911,3559,1945,1945,1902,0,finishing,0,0,-1,1
125,21,44,60,16,30,41,701,1375,1264,701,683,0,cutting,0,0,-5,1
203,74,60,69,57,56,63,2754,2164,2525,2164,2660,1,sewing,12,1,20,0
137,20,76,41,20,48,28,814,2143,901,814,710,0,cutting,0,0,-6,1
146,37,50,59,33,43,43,1547,1968,1897,1547,1427,0,cutting,0,0,-5,1
176,41,84,51,41,55,51,2091,1937,2232,1937,1668,0,sewing,0,0,-1,1
148,57,27,64,44,16,47,2064,647,2028,647,719,1,sewing,4,1,8,0
109,39,31,39,38,22,27,1592,922,977,922,1018,1,sewing,5,1,12,0
149,25,87,37,22,74,36,1033,2981,1420,1033,1092,1,cutting,9,1,17,0
131,42,61,28,34,58,26,1554,2575,884,884,872,0,finishing,0,0,-3,1
124,49,58,17,37,50,16,1732,2032,592,592,546,0,finishing,0,0,4,1
121,57,29,35,42,27,27,2107,920,980,920,940,1,sewing,5,0,2,0
101,31,27,43,30,23,40,1447,934,1346,934,1092,1,sewing,1,1,11,0
178,68,89,21,60,80,17,3081,3168,517,517,539,1,finishing,9,0,3,0
133,68,42,23,68,35,14,3507,1341,580,580,662,1,finishing,0,0,-4,0
113,32,47,34,26,30,24,1073,1105,752,752,706,0,finishing,0,0,6,1
113,43,25,45,32,20,32,1426,872,1295,872,1032,1,sewing,2,1,14,0
150,68,42,40,57,34,39,2704,1571,1519,1519,1515,0,finishing,0,0,4,1
124,67,28,29,65,18,21,2805,697,889,697,718,1,sewing,3,1,5,0
138,33,63,42,24,47,39,1131,1878,1336,1131,1171,0,cutting,0,0,0,0
116,31,45,40,31,43,39,1224,1947,1372,1224,1445,1,cutting,3,0,3,0
184,52,74,58,50,44,52,2357,1908,1889,1889,1710,0,finishing,0,0,5,1
152,60,39,53,56,39,45,2740,1714,1919,1714,1837,1,sewing,7,1,6,0
90,29,25,36,29,19,26,1311,809,1120,809,814,0,sewing,0,0,1,0
138,49,71,18,45,50,17,1922,1907,718,718,706,0,finishing,0,0,-1,1
116,46,27,43,37,20,28,1714,780,855,780,857,0,sewing,0,0,-5,0
126,28,43,55,26,38,43,1113,1535,1688,1113,1369,1,cutting,10,1,6,0
129,40,72,17,30,62,16,1407,2873,571,571,608,1,finishing,7,1,9,0
198,80,57,61,76,57,41,3778,2283,1301,1301,1149,0,finishing,0,0,-2,1
198,59,90,49,48,57,42,2209,2109,1849,1849,1737,0,finishing,0,0,-4,1
183,37,89,57,25,78,42,1187,2949,1516,1187,1072,0,cutting,0,0,-4,1
140,37,59,44,34,55,38,1338,2043,1544,1338,1243,0,cutting,0,0,5,1
200,65,83,52,58,70,50,2519,3291,1509,1509,1505,0,finishing,0,0,1,1
182,29,84,69,27,63,61,1289,2735,2063,1289,1238,0,cutting,0,0,-5,1
197,60,87,50,53,57,38,2569,2360,1313,1313,1497,1,finishing,0,0,3,0
151,30,70,51,27,55,33,1310,2088,1358,1310,1473,1,cutting,2,0,-3,0
123,33,39,51,27,28,38,1315,1337,1697,1315,1312,0,cutting,0,0,-3,1
141,46,60,35,44,47,32,1737,2180,1420,1420,1581,1,finishing,7,1,18,0
145,38,82,25,28,74,20,1065,3375,828,828,848,0,finishing,0,0,3,0
180,61,78,41,55,58,26,2566,2084,1021,1021,1194,1,finishing,6,1,9,0
199,56,85,58,41,74,37,1984,3431,1473,1473,1530,1,finishing,0,0,-1,0
147,66,55,26,61,55,19,2593,2095,824,824,749,0,finishing,0,0,-3,1
174,63,81,30,49,77,27,2301,3484,1149,1149,1415,1,finishing,2,0,-6,0
210,63,77,70,60,76,57,2339,3027,1932,1932,2075,1,finishing,9,1,18,0
115,50,32,33,47,32,32,2291,1250,1303,1250,1277,1,sewing,0,0,-4,0
195,74,58,63,69,58,43,3319,2269,1713,1713,1510,0,finishing,0,0,1,1
112,33,58,21,28,54,14,1243,2372,578,578,646,1,finishing,8,1,12,0
150,58,29,63,44,19,56,1849,704,1991,704,699,0,sewing,0,0,5,1
139,30,64,45,28,59,38,1124,2671,1213,1124,1167,1,cutting,0,0,-3,0
144,57,63,24,57,37,19,2456,1521,818,818,824,1,finishing,11,0,2,0
151,40,72,39,35,63,27,1756,2567,1006,1006,1029,0,finishing,0,0,-3,0
119,39,51,29,29,38,27,1417,1711,1073,1073,1080,1,finishing,12,1,20,1
193,77,54,62,59,43,61,2269,1839,2701,1839,1823,0,sewing,0,0,2,1
175,74,35,66,52,28,60,2356,1047,2517,1047,1017,0,sewing,0,0,-3,1
143,34,83,26,23,66,24,963,2930,984,963,1185,1,cutting,4,0,3,0
198,68,86,44,50,85,29,2123,3644,955,955,822,0,finishing,0,0,-3,1
131,26,52,53,25,40,52,953,1600,2265,953,1085,1,cutting,11,1,18,0
140,20,57,63,17,53,48,763,1932,1805,763,798,1,cutting,4,0,4,0
178,55,89,34,52,60,34,2664,2449,1182,1182,1352,1,finishing,0,0,0,0
147,63,63,21,58,47,21,2871,1725,664,664,590,0,finishing,0,0,-2,1
146,40,85,21,38,70,16,1747,2531,517,517,624,1,finishing,3,0,2,0
192,50,78,64,43,60,49,1918,2759,1693,1693,1512,0,finishing,0,0,-1,1
181,73,65,43,60,52,39,2920,1772,1719,1719,1552,0,finishing,0,0,4,1
157,71,42,44,57,25,34,2332,1100,1170,1100,1095,0,sewing,0,0,6,1
160,44,66,50,38,62,38,1868,2644,1390,1390,1194,0,finishing,0,0,-4,1
187,40,86,61,37,81,40,1810,3196,1775,1775,1952,1,finishing,1,0,4,0
150,41,60,49,33,50,40,1305,1793,1649,1305,1240,0,cutting,0,0,0,1
186,72,44,70,54,44,54,2486,1842,1974,1842,1696,0,sewing,0,0,4,1
157,36,62,59,25,41,40,1254,1795,1643,1254,1407,1,cutting,4,0,1,0
155,34,83,38,28,61,34,1444,2295,1327,1327,1430,1,finishing,8,1,20,0
151,23,90,38,16,90,30,831,4269,1292,831,764,0,cutting,0,0,-2,1
178,56,67,55,41,63,37,1882,3001,1543,1543,1595,1,finishing,0,0,1,0
171,59,49,63,43,42,48,1914,1950,2155,1914,1709,0,cutting,0,0,-4,1
173,61,68,44,58,64,41,2926,2535,1410,1410,1411,0,finishing,0,0,-1,0
122,47,44,31,39,44,30,1901,1823,1194,1194,1142,0,finishing,0,0,-1,1
148,77,44,27,77,30,20,3258,1062,760,760,803,1,finishing,2,0,-1,0
190,79,54,57,61,38,46,2457,1819,1540,1540,1854,0,finishing,0,0,1,0
116,27,73,16,25,70,15,1248,2584,461,461,454,0,finishing,0,0,6,1
104,44,40,20,32,40,14,1288,1477,617,617,692,1,finishing,4,1,20,0
160,43,86,31,38,58,27,1452,2280,980,980,1048,1,finishing,2,1,13,0
125,34,35,56,33,33,48,1658,1129,2134,1129,1388,0,sewing,0,0,-3,0
80,31,26,23,29,17,16,1384,759,494,494,604,1,finishing,7,1,17,0
126,31,47,48,23,33,42,1157,1172,1362,1157,1150,0,cutting,0,0,4,1
155,43,58,54,35,34,35,1492,1579,1067,1067,1315,0,finishing,0,0,0,0
139,68,46,25,50,27,21,2528,952,941,941,858,0,finishing,0,0,0,1
178,74,81,23,70,48,18,3126,2236,609,609,560,0,finishing,0,0,3,1
144,62,37,45,58,28,33,2382,1002,1456,1002,862,0,sewing,0,0,-5,1
174,65,76,33,64,51,24,2634,1865,957,957,934,0,finishing,0,0,4,1
179,57,59,63,43,45,53,1859,1621,2175,1621,1944,1,sewing,4,1,4,0
126,29,29,68,23,19,56,977,798,2086,798,814,1,sewing,8,1,18,1
166,59,58,49,55,37,39,2594,1524,1367,1367,1486,1,finishing,9,1,7,0
193,62,68,63,59,48,42,2887,1918,1276,1276,1247,0,finishing,0,0,1,1
134,73,39,22,68,32,16,3415,1225,584,584,622,1,finishing,7,1,20,0
143,32,43,68,32,32,68,1223,1416,2401,1223,1201,0,cutting,0,0,2,1
150,53,31,66,48,26,49,2290,1246,1592,1246,1169,0,sewing,0,0,4,1
181,60,53,68,46,48,63,2021,1767,1936,1767,1997,1,sewing,7,1,18,0
143,40,42,61,32,25,41,1328,1044,1421,1044,1224,1,sewing,0,0,0,0
116,28,43,45,21,32,41,1029,1377,1470,1029,986,0,cutting,0,0,-5,1
117,34,60,23,29,39,23,1485,1408,842,842,1012,0,finishing,0,0,-5,0
