total_workers,cutting_workers,sewing_workers,finishing_workers,cutting_attendance,sewing_attendance,finishing_attendance,cutting_output,sewing_output,finishing_output,final_output,daily_target,target_completion_rate
174,43,86,45,42,86,43,1539,1539,940,940,849,1.1072
177,55,79,43,51,66,36,1500,1500,744,744,1077,0.6908
141,28,65,48,27,63,40,903,903,903,903,986,0.9158
138,50,69,19,47,63,19,1658,1632,520,520,537,0.9683
171,59,63,49,59,61,48,2070,1589,1075,1075,957,1.1233
178,56,82,40,48,78,35,1606,1606,827,827,993,0.8328
164,49,67,48,47,64,46,1605,1605,1408,1408,1226,1.1485
137,55,34,48,51,32,44,1772,710,710,710,873,0.8133
119,54,35,30,54,35,29,1818,952,874,874,848,1.0307
149,29,83,37,28,75,33,926,926,881,881,1111,0.793
163,72,49,42,63,43,34,1628,883,727,727,1213,0.5993
130,48,37,45,41,32,39,1453,806,806,806,821,0.9817
95,27,48,20,23,36,16,718,718,372,372,797,0.4668
143,27,80,36,23,66,35,750,750,750,750,971,0.7724
142,40,80,22,37,76,20,1189,1189,544,544,579,0.9396
127,47,45,35,39,40,33,1191,882,860,860,1173,0.7332
128,43,64,21,35,63,20,991,991,436,436,574,0.7596
110,40,39,31,34,38,25,1166,933,520,520,738,0.7046
137,67,54,16,58,53,14,2072,1358,373,373,434,0.8594
115,63,25,27,62,24,27,2397,661,661,661,603,1.0962
126,30,81,15,29,81,14,1170,1170,431,431,390,1.1051
130,54,47,29,45,40,25,1114,972,587,587,1114,0.5269
126,43,49,34,42,49,33,1559,1253,828,828,813,1.0185
197,65,88,44,58,71,39,1680,1661,1027,1027,1056,0.9725
191,74,67,50,70,55,47,2431,1215,1005,1005,1105,0.9095
127,34,57,36,33,55,35,1076,1076,913,913,898,1.0167
136,26,66,44,26,56,43,865,865,865,865,928,0.9321
134,39,79,16,31,61,14,948,948,337,337,538,0.6264
82,36,30,16,35,30,16,1094,863,411,411,399,1.0301
160,65,63,32,62,62,31,2004,1831,929,929,880,1.0557
138,36,67,35,30,52,28,792,792,641,641,1111,0.577
114,28,71,15,25,71,14,891,891,299,299,452,0.6615
122,23,81,18,22,81,16,786,786,389,389,530,0.734
134,68,29,37,54,22,29,1667,527,527,527,961,0.5484
112,24,69,19,18,61,16,482,482,314,314,522,0.6015
117,37,45,35,35,42,28,1017,1017,666,666,777,0.8571
122,50,56,16,49,50,15,1572,1106,309,309,363,0.8512
151,55,79,17,53,74,16,1811,1811,400,400,481,0.8316
154,76,37,41,73,37,40,2649,1128,1128,1128,1034,1.0909
99,40,38,21,40,37,21,1416,955,632,632,562,1.1246
144,69,43,32,55,39,26,1524,868,556,556,1321,0.4209
160,42,84,34,42,81,33,1357,1357,1034,1034,973,1.0627
117,73,26,18,73,26,17,2689,830,414,414,376,1.1011
187,80,71,36,73,71,33,2369,1724,784,784,1110,0.7063
122,21,59,42,20,56,41,665,665,665,665,799,0.8323
122,58,39,25,47,34,20,1626,758,521,521,632,0.8244
153,54,63,36,53,61,34,1779,1779,966,966,856,1.1285
135,35,54,46,35,54,45,1180,1180,1157,1157,1107,1.0452
130,54,50,26,44,46,25,1401,1089,670,670,754,0.8886
133,35,60,38,30,53,35,1054,1054,960,960,974,0.9856
158,41,70,47,40,68,46,1533,1533,1254,1254,1122,1.1176
108,40,29,39,38,26,35,1184,671,671,671,744,0.9019
135,44,74,17,39,62,14,1108,1108,341,341,549,0.6211
75,25,27,23,21,24,20,611,606,420,420,560,0.75
191,80,80,31,63,70,23,1673,1341,476,476,985,0.4832
150,35,65,50,30,55,38,871,871,777,777,1523,0.5102
81,33,33,15,28,30,13,805,733,351,351,534,0.6573
153,35,86,32,32,77,26,927,927,553,553,619,0.8934
120,67,30,23,56,25,21,1796,734,488,488,572,0.8531
171,52,83,36,50,82,34,1988,1988,821,821,735,1.117
119,42,52,25,39,47,20,1292,1292,503,503,544,0.9246
91,25,29,37,22,23,32,645,533,533,533,1261,0.4227
172,79,60,33,72,60,31,2141,1663,681,681,930,0.7323
120,29,61,30,28,61,30,978,978,885,885,868,1.0196
155,53,86,16,44,66,13,1366,1366,231,231,540,0.4278
108,38,25,45,36,20,43,1075,580,580,580,816,0.7108
148,40,62,46,40,59,45,1240,1240,1240,1240,1225,1.0122
152,54,66,32,53,65,32,1984,1984,835,835,796,1.049
163,74,54,35,57,46,28,1653,1086,683,683,1115,0.6126
150,42,69,39,34,62,34,1096,1096,675,675,1239,0.5448
146,38,89,19,34,72,15,1085,1085,366,366,383,0.9556
82,24,39,19,20,32,17,587,587,436,436,861,0.5064
140,69,56,15,54,42,13,1629,982,291,291,516,0.564
142,30,80,32,24,68,26,668,668,651,651,1327,0.4906
119,51,32,36,42,27,28,1312,691,589,589,939,0.6273
139,58,50,31,56,49,30,1933,1627,686,686,608,1.1283
77,24,26,27,18,23,23,456,437,437,437,924,0.4729
112,49,44,19,43,41,17,1478,940,468,468,532,0.8797
127,80,31,16,71,25,13,2021,543,300,300,477,0.6289
127,29,81,17,26,81,14,841,841,302,302,372,0.8118
112,42,31,39,41,30,37,1586,814,814,814,717,1.1353
163,44,87,32,39,74,29,1262,1262,628,628,805,0.7801
145,38,78,29,33,60,23,1045,1045,540,540,884,0.6109
126,39,59,28,35,54,25,1250,1250,623,623,880,0.708
136,54,46,36,51,42,34,1699,1133,901,901,1023,0.8807
175,69,71,35,55,64,30,1585,1585,763,763,1521,0.5016
150,32,71,47,30,65,44,872,872,872,872,899,0.97
151,67,38,46,66,36,43,1914,807,807,807,1161,0.6951
134,43,59,32,40,55,29,1359,1359,795,795,1023,0.7771
67,21,25,21,21,24,20,648,611,517,517,629,0.8219
134,74,31,29,56,27,24,1741,701,501,501,871,0.5752
119,40,59,20,33,53,16,1000,1000,376,376,923,0.4074
133,30,77,26,29,76,26,886,886,715,715,809,0.8838
132,24,68,40,20,66,40,698,698,698,698,890,0.7843
120,43,31,46,36,27,38,1186,753,753,753,1209,0.6228
128,43,53,32,36,51,31,1026,1026,776,776,986,0.787
128,68,44,16,68,38,14,2063,958,305,305,423,0.721
146,52,68,26,44,58,25,1540,1540,597,597,675,0.8844
154,65,67,22,62,55,19,1971,1441,437,437,541,0.8078
140,66,50,24,64,48,24,2389,1380,670,670,638,1.0502
170,44,85,41,43,82,39,1371,1371,1101,1101,1089,1.011
164,42,80,42,38,65,39,1084,1084,901,901,911,0.989
106,39,27,40,37,27,39,1231,773,773,773,685,1.1285
134,28,60,46,27,58,45,987,987,987,987,938,1.0522
133,62,56,15,52,47,14,1697,1178,338,338,447,0.7562
112,57,33,22,55,30,19,1644,781,500,500,657,0.761
124,54,30,40,52,29,40,1632,850,850,850,828,1.0266
152,76,35,41,58,31,36,1535,797,797,797,1481,0.5381
111,43,26,42,41,25,42,1491,805,805,805,731,1.1012
150,64,36,50,49,31,39,1488,783,783,783,1411,0.5549
157,52,60,45,51,52,44,1464,1395,1200,1200,1504,0.7979
119,39,47,33,38,46,33,1406,1296,974,974,857,1.1365
102,34,38,30,32,34,27,1008,925,713,713,811,0.8792
163,32,83,48,32,80,48,1087,1087,1087,1087,1004,1.0827
113,58,36,19,56,36,19,2080,1015,479,479,421,1.1378
136,45,73,18,35,56,15,1042,1042,303,303,540,0.5611
141,43,53,45,42,51,44,1358,1332,1256,1256,1132,1.1095
157,52,67,38,51,67,37,1545,1545,1073,1073,1021,1.0509
119,41,46,32,37,40,25,1101,946,542,542,990,0.5475
171,80,71,20,71,66,20,2537,1958,472,472,491,0.9613
170,57,70,43,43,53,35,1111,1111,674,674,1202,0.5607
107,34,29,44,30,23,41,863,656,656,656,795,0.8252
146,70,58,18,60,48,14,1692,947,245,245,520,0.4712
166,69,53,44,67,50,38,2174,1387,818,818,920,0.8891
141,49,59,33,48,57,32,1871,1670,940,940,874,1.0755
136,46,54,36,37,43,30,1172,1072,731,731,1790,0.4084
134,46,58,30,42,50,29,1269,1236,807,807,1019,0.792
167,70,50,47,58,42,36,1691,884,702,702,1439,0.4878
151,77,34,40,66,34,39,2096,752,752,752,1142,0.6585
147,55,65,27,47,58,25,1572,1336,593,593,637,0.9309
137,76,26,35,76,26,35,2656,578,578,578,829,0.6972
158,65,54,39,49,45,30,1366,1209,741,741,1834,0.404
111,67,29,15,64,29,15,2374,729,327,327,320,1.0219
94,23,40,31,19,32,30,541,541,541,541,659,0.8209
177,50,83,44,47,74,37,1449,1449,825,825,1146,0.7199
188,70,77,41,63,75,33,1791,1791,883,883,1024,0.8623
124,71,34,19,60,32,15,2080,736,341,341,346,0.9855
152,70,66,16,61,64,14,1753,1753,360,360,537,0.6704
165,56,61,48,45,51,43,1345,1345,1202,1202,1320,0.9106
197,72,80,45,64,64,37,1844,1632,718,718,1717,0.4182
173,49,79,45,41,71,40,1295,1295,854,854,1469,0.5813
121,71,34,16,71,34,15,2176,995,431,431,418,1.0311
146,74,28,44,63,24,34,1959,617,617,617,984,0.627
126,64,45,17,61,43,17,1997,1081,397,397,369,1.0759
166,77,68,21,66,56,17,1752,1176,361,361,572,0.6311
153,30,77,46,29,77,45,904,904,904,904,986,0.9168
169,39,89,41,35,83,35,1100,1100,792,792,890,0.8899
135,76,36,23,65,31,21,1895,687,541,541,658,0.8222
109,37,39,33,28,35,26,756,725,487,487,821,0.5932
107,31,53,23,30,52,22,1153,1153,500,500,445,1.1236
169,65,64,40,53,58,36,1593,1449,952,952,969,0.9825
111,51,40,20,45,38,18,1510,973,493,493,637,0.7739
158,69,53,36,55,40,30,1720,959,652,652,1354,0.4815
151,44,69,38,39,61,29,1034,1034,642,642,1031,0.6227
185,69,89,27,55,78,22,1845,1845,453,453,463,0.9784
113,26,52,35,25,52,35,909,909,904,904,884,1.0226
198,75,90,33,72,89,33,2341,2341,973,973,945,1.0296
133,50,48,35,49,41,32,1576,917,664,664,1008,0.6587
135,79,25,31,78,24,30,2497,618,618,618,546,1.1319
131,56,50,25,48,47,21,1531,1073,521,521,742,0.7022
133,24,70,39,21,70,37,632,632,632,632,730,0.8658
128,31,56,41,27,55,35,871,871,871,871,1261,0.6907
109,26,49,34,26,47,34,848,848,848,848,752,1.1277
156,31,78,47,30,76,45,1121,1121,1121,1121,1097,1.0219
159,35,83,41,28,72,35,822,822,806,806,1350,0.597
143,41,79,23,33,77,21,1125,1125,581,581,651,0.8925
191,63,78,50,56,78,48,1721,1721,1161,1161,1330,0.8729
171,36,88,47,29,78,40,909,909,819,819,1526,0.5367
171,57,76,38,47,70,32,1415,1415,798,798,878,0.9089
148,68,55,25,67,45,21,2410,1288,580,580,623,0.931
86,26,40,20,26,39,20,967,967,567,567,540,1.05
148,66,51,31,56,49,28,1849,1369,739,739,901,0.8202
97,45,34,18,38,33,15,1316,924,329,329,430,0.7651
136,20,77,39,18,66,31,542,542,542,542,1173,0.4621
156,40,66,50,37,64,40,1198,1198,1102,1102,1320,0.8348
113,23,51,39,22,43,36,677,677,677,677,708,0.9562
132,62,36,34,57,33,34,1956,820,820,820,1189,0.6897
94,21,33,40,20,33,38,663,663,663,663,598,1.1087
196,77,88,31,75,87,30,2448,2162,647,647,734,0.8815
151,56,45,50,51,43,45,1816,1000,1000,1000,1221,0.819
158,74,63,21,65,57,19,2272,1704,518,518,653,0.7933
151,29,90,32,25,72,27,855,855,663,663,936,0.7083
186,77,72,37,73,70,37,2496,2037,1035,1035,976,1.0605
173,63,82,28,62,80,27,2178,2178,585,585,572,1.0227
97,35,28,34,31,23,26,840,602,589,589,1002,0.5878
151,53,71,27,49,65,24,1507,1507,643,643,671,0.9583
176,66,78,32,59,78,30,2064,2064,637,637,820,0.7768
173,43,88,42,38,73,36,1192,1192,790,790,845,0.9349
171,34,88,49,28,68,38,878,878,878,878,1708,0.5141
88,35,35,18,32,32,16,1012,881,444,444,455,0.9758
162,80,49,33,71,40,32,2171,919,731,731,902,0.8104
134,33,55,46,32,53,45,1282,1282,1228,1228,1141,1.0762
146,58,50,38,50,46,35,1566,1195,811,811,918,0.8834
160,40,73,47,38,72,45,1376,1376,1327,1327,1157,1.1469
105,33,41,31,27,35,24,886,834,528,528,1232,0.4286
195,59,87,49,48,77,43,1580,1580,1168,1168,1658,0.7045
130,27,65,38,22,54,36,687,687,687,687,1044,0.658
178,44,84,50,42,82,49,1513,1513,1278,1278,1175,1.0877
124,45,34,45,44,29,44,1547,685,685,685,917,0.747
127,44,49,34,44,48,30,1519,1300,621,621,634,0.9795
122,41,50,31,34,40,26,940,940,484,484,888,0.545
105,39,47,19,33,44,18,1026,1026,451,451,507,0.8895
175,51,75,49,50,72,48,1897,1897,1306,1306,1188,1.0993
157,39,78,40,36,74,36,1081,1081,893,893,1197,0.746
191,72,89,30,67,83,24,1996,1996,511,511,750,0.6813
145,22,85,38,18,72,31,613,613,613,613,782,0.7839
170,64,84,22,51,69,19,1459,1459,516,516,719,0.7177
77,22,40,15,19,33,11,516,516,247,247,387,0.6382
107,47,28,32,40,24,26,1188,540,540,540,877,0.6157
157,32,80,45,27,69,42,901,901,901,901,1224,0.7361
137,53,56,28,44,50,28,1412,1381,679,679,988,0.6872
162,68,79,15,54,61,13,1662,1277,309,309,621,0.4976
164,75,50,39,65,44,35,1620,1083,726,726,1373,0.5288
165,79,39,47,63,33,40,1535,722,704,704,1564,0.4501
142,48,69,25,39,66,21,1228,1228,427,427,474,0.9008
97,32,26,39,26,23,29,689,492,492,492,890,0.5528
158,54,82,22,47,75,22,1419,1419,582,582,789,0.7376
162,74,55,33,73,53,32,2622,1504,837,837,822,1.0182
93,35,43,15,35,35,13,1242,877,304,304,316,0.962
133,52,44,37,45,43,33,1528,1043,729,729,1022,0.7133
149,33,88,28,32,86,27,1198,1198,758,758,716,1.0587
101,37,37,27,36,37,26,1158,1158,612,612,595,1.0286
88,41,31,16,31,28,14,1036,667,368,368,763,0.4823
137,36,78,23,33,69,22,941,941,584,584,592,0.9865
154,64,49,41,51,41,39,1776,1029,1029,1029,1304,0.7891
131,46,69,16,38,61,13,1299,1299,348,348,384,0.9063
141,61,61,19,51,56,18,1831,1368,483,483,652,0.7408
171,62,76,33,52,62,28,1404,1404,602,602,1231,0.489
88,22,34,32,22,33,32,886,886,874,874,854,1.0234
86,28,41,17,25,37,14,819,819,292,292,477,0.6122
110,56,37,17,47,32,16,1405,730,373,373,397,0.9395
103,49,36,18,48,35,17,1679,868,487,487,472,1.0318
133,65,40,28,51,36,25,1420,842,533,533,1196,0.4457
164,46,88,30,46,88,29,1823,1823,757,757,660,1.147
129,71,26,32,63,25,26,2016,708,704,704,798,0.8822
167,70,73,24,70,70,23,2341,1681,523,523,504,1.0377
126,27,65,34,26,55,29,931,931,599,599,607,0.9868
106,24,33,49,22,32,40,716,716,716,716,836,0.8565
82,28,25,29,24,24,24,737,659,531,531,606,0.8762
130,46,35,49,39,31,44,1117,755,755,755,1460,0.5171
188,62,84,42,51,77,38,1648,1648,984,984,1026,0.9591
132,50,46,36,40,39,33,1273,858,858,858,1156,0.7422
105,21,55,29,18,43,23,516,516,465,465,937,0.4963
143,30,73,40,29,71,39,944,944,944,944,849,1.1119
126,46,34,46,44,33,45,1535,872,872,872,818,1.066
111,29,44,38,28,40,31,919,919,650,650,809,0.8035
133,58,55,20,53,50,18,1720,1449,438,438,607,0.7216
191,55,86,50,54,85,48,2012,2012,1224,1224,1107,1.1057
140,65,34,41,59,30,38,1838,834,834,834,1252,0.6661
118,24,78,16,23,65,13,662,662,292,292,298,0.9799
131,65,41,25,62,41,24,2096,1021,636,636,600,1.06
141,39,53,49,35,52,45,1157,1157,962,962,1153,0.8343
162,68,72,22,63,61,18,1909,1699,442,442,590,0.7492
164,72,42,50,63,37,44,1632,789,789,789,1430,0.5517
128,34,57,37,33,57,36,1086,1086,1059,1059,939,1.1278
145,38,57,50,37,50,47,1257,1146,1006,1006,1275,0.789
140,40,78,22,33,65,19,1023,1023,462,462,751,0.6152
142,69,50,23,67,48,23,2407,1195,652,652,641,1.0172
119,62,36,21,54,33,19,1610,868,523,523,593,0.882
183,74,80,29,60,61,26,1980,1337,609,609,1114,0.5467
147,58,65,24,49,57,21,1425,1126,431,431,734,0.5872
117,33,49,35,29,40,35,895,895,895,895,920,0.9728
93,26,52,15,23,46,13,700,700,334,334,340,0.9824
185,60,77,48,59,76,40,2113,1926,888,888,994,0.8934
93,41,26,26,41,24,21,1358,575,564,564,716,0.7877
147,60,47,40,57,46,40,1756,1386,1006,1006,906,1.1104
178,79,84,15,66,67,13,1637,1419,258,258,583,0.4425
178,70,84,24,65,70,20,2261,1697,528,528,546,0.967
146,39,80,27,33,71,20,1029,1029,371,371,755,0.4914
163,62,75,26,47,67,21,1225,1225,377,377,735,0.5129
151,67,53,31,64,50,31,1848,1114,674,674,856,0.7874
166,80,38,48,67,33,39,2102,959,850,850,976,0.8709
99,26,53,20,21,42,20,597,597,501,501,657,0.7626
93,22,42,29,18,36,26,561,561,561,561,744,0.754
119,62,31,26,55,26,21,1719,638,484,484,503,0.9622
118,32,69,17,30,68,16,1020,1020,492,492,453,1.0861
156,68,52,36,58,45,30,1944,1192,691,691,1237,0.5586
133,55,60,18,44,53,16,1093,1093,284,284,586,0.4846
190,53,87,50,52,86,49,1832,1832,1485,1485,1445,1.0277
118,67,31,20,62,31,20,2082,714,538,538,617,0.872
110,38,56,16,37,55,16,1317,1317,453,453,413,1.0969
148,70,48,30,65,42,24,2244,1072,633,633,662,0.9562
177,73,55,49,70,54,48,2312,1645,1037,1037,943,1.0997
114,50,32,32,48,31,32,1756,937,859,859,793,1.0832
179,77,77,25,63,63,21,1701,1385,456,456,923,0.494
112,33,63,16,30,53,14,1005,1005,370,370,509,0.7269
145,66,39,40,55,33,37,1886,766,766,766,834,0.9185
136,62,58,16,60,56,16,2246,1772,364,364,331,1.0997
97,26,30,41,22,25,37,653,555,555,555,958,0.5793
121,29,68,24,22,56,21,691,691,458,458,1030,0.4447
74,23,36,15,23,35,14,782,782,425,425,393,1.0814
159,50,90,19,50,89,19,1598,1598,541,541,533,1.015
114,29,55,30,27,51,28,879,879,560,560,585,0.9573
128,53,33,42,43,31,41,1407,837,837,837,1252,0.6685
108,45,27,36,43,26,35,1549,847,844,844,796,1.0603
152,49,80,23,49,68,22,1502,1502,588,588,612,0.9608
123,46,55,22,44,54,21,1402,1402,568,568,546,1.0403
139,57,60,22,48,54,17,1526,1406,427,427,833,0.5126
155,68,61,26,68,59,25,2188,1638,576,576,509,1.1316
119,40,63,16,35,57,15,1138,1138,373,373,390,0.9564
184,77,58,49,74,56,43,2285,1448,920,920,974,0.9446
126,29,63,34,23,47,29,635,635,545,545,1181,0.4615
104,43,36,25,41,35,24,1440,1018,606,606,539,1.1243
150,80,45,25,73,42,20,2214,1259,535,535,687,0.7787
115,26,63,26,21,55,20,540,540,385,385,677,0.5687
182,76,83,23,75,80,22,2441,2219,666,666,637,1.0455
94,34,37,23,32,35,23,1213,1028,650,650,586,1.1092
137,75,41,21,66,37,19,2278,1098,475,475,526,0.903
110,30,53,27,29,46,23,1009,1009,634,634,825,0.7685
151,64,39,48,58,39,44,1690,938,938,938,1197,0.7836
116,59,37,20,58,33,18,1903,803,366,366,456,0.8026
141,75,39,27,72,38,26,2790,1230,586,586,550,1.0655
164,60,74,30,56,68,27,1690,1594,599,599,822,0.7287
92,24,35,33,21,31,31,606,606,606,606,919,0.6594
125,66,33,26,65,32,26,2423,897,765,765,742,1.031
101,39,40,22,29,35,20,939,888,396,396,752,0.5266
164,65,68,31,64,55,31,2184,1465,854,854,891,0.9585
178,71,75,32,58,61,27,1783,1334,587,587,1076,0.5455
99,29,26,44,27,22,42,792,585,585,585,659,0.8877
166,79,67,20,64,61,20,1844,1496,474,474,490,0.9673
128,22,86,20,21,84,20,754,754,547,547,493,1.1095
144,73,33,38,72,30,33,2428,882,795,795,902,0.8814
198,76,89,33,61,89,31,2086,2086,858,858,940,0.9128
129,52,60,17,45,53,13,1210,1119,275,275,487,0.5647
132,75,30,27,74,29,26,2789,906,794,794,772,1.0285
180,67,84,29,60,63,25,1870,1502,532,532,876,0.6073
151,69,56,26,59,46,22,1632,1024,487,487,1079,0.4513
140,34,70,36,29,56,29,845,845,534,534,1259,0.4241
129,62,30,37,60,29,36,2377,876,876,876,858,1.021
183,71,78,34,64,64,32,1842,1836,666,666,769,0.8661
82,29,35,18,25,30,15,872,675,324,324,405,0.8
169,69,85,15,58,66,13,1468,1376,269,269,539,0.4991
172,50,80,42,50,76,40,1910,1910,1185,1185,1108,1.0695
161,67,77,17,64,76,17,2479,2402,445,445,393,1.1323
159,73,69,17,71,69,17,2434,2088,418,418,406,1.0296
131,61,27,43,59,22,37,1992,545,545,545,605,0.9008
87,30,28,29,27,27,26,840,733,699,699,725,0.9641
148,40,70,38,33,64,32,1141,1141,727,727,816,0.8909
188,54,85,49,53,80,40,1834,1834,948,948,1165,0.8137
109,57,25,27,43,22,24,1206,512,466,466,957,0.4869
122,57,27,38,55,27,37,2056,805,805,805,715,1.1259
137,77,40,20,62,34,18,1685,813,385,385,604,0.6374
158,21,87,50,20,85,49,704,704,704,704,632,1.1139
113,29,43,41,24,35,38,789,789,789,789,806,0.9789
143,63,57,23,61,55,23,2319,1631,633,633,600,1.055
162,49,89,24,45,82,23,1281,1281,537,537,820,0.6549
109,39,35,35,38,34,35,1443,1013,903,903,854,1.0574
137,25,82,30,25,82,25,773,773,614,614,759,0.809
121,56,46,19,56,44,19,2100,1187,448,448,395,1.1342
111,27,69,15,26,67,15,978,978,411,411,394,1.0431
167,65,67,35,54,55,30,1723,1462,670,670,1184,0.5659
89,20,29,40,16,24,36,438,438,438,438,739,0.5927
171,79,56,36,65,51,35,2115,1458,841,841,956,0.8797
147,45,54,48,45,51,46,1706,1706,1350,1350,1209,1.1166
150,23,89,38,23,87,37,875,875,875,875,820,1.0671
161,79,59,23,78,58,22,2717,1714,550,550,704,0.7813
99,49,29,21,47,28,20,1823,918,489,489,472,1.036
174,64,71,39,61,64,33,1846,1491,916,916,1014,0.9034
122,45,36,41,43,33,34,1205,835,835,835,939,0.8892
115,51,41,23,51,40,22,2024,1308,654,654,627,1.0431
157,55,85,17,44,65,13,1226,1226,265,265,463,0.5724
151,59,66,26,57,63,23,1688,1688,489,489,553,0.8843
160,59,56,45,48,47,36,1219,1062,819,819,1610,0.5087
156,30,76,50,29,75,50,926,926,926,926,839,1.1037
178,52,85,41,49,80,40,1450,1450,879,879,1352,0.6501
182,48,84,50,38,68,44,1115,1115,946,946,1715,0.5516
143,47,75,21,47,73,21,1617,1617,534,534,487,1.0965
146,55,72,19,48,54,16,1521,1464,325,325,510,0.6373
123,55,34,34,55,33,33,1954,875,875,875,770,1.1364
97,22,47,28,19,40,24,579,579,553,553,1115,0.496
161,21,90,50,20,74,42,562,562,562,562,609,0.9228
168,43,90,35,41,87,34,1288,1288,734,734,685,1.0715
110,44,51,15,38,40,12,1019,902,284,284,672,0.4226
159,38,83,38,32,74,31,1099,1099,640,640,835,0.7665
97,40,27,30,37,22,25,1037,489,489,489,653,0.7489
141,36,70,35,34,68,33,1172,1172,1012,1012,971,1.0422
153,58,70,25,48,56,21,1366,1342,543,543,761,0.7135
167,48,88,31,40,72,25,1177,1177,607,607,801,0.7578
166,52,82,32,45,62,24,1505,1364,472,472,854,0.5527
116,21,71,24,20,71,23,645,645,496,496,440,1.1273
131,68,45,18,60,40,14,1614,849,268,268,490,0.5469
131,39,52,40,38,51,39,1182,1182,859,859,769,1.117
113,39,39,35,34,33,29,988,813,677,677,1625,0.4166
137,46,67,24,45,59,20,1515,1437,428,428,497,0.8612
152,48,80,24,38,70,21,962,962,415,415,876,0.4737
145,80,31,34,77,29,29,2563,804,675,675,925,0.7297
173,61,64,48,49,52,39,1408,1236,718,718,1654,0.4341
144,34,60,50,30,53,42,756,756,756,756,1393,0.5427
106,42,46,18,41,45,18,1419,1192,442,442,409,1.0807
175,62,76,37,59,75,36,1979,1950,789,789,698,1.1304
139,20,75,44,18,71,38,555,555,555,555,841,0.6599
164,49,87,28,42,72,24,1365,1365,481,481,1153,0.4172
178,73,85,20,66,68,20,2146,2039,513,513,558,0.9194
174,57,67,50,55,66,48,2198,2198,1405,1405,1243,1.1303
124,29,53,42,27,50,39,951,951,947,947,1001,0.9461
144,78,49,17,69,42,16,2272,1225,337,337,347,0.9712
144,22,75,47,18,69,43,574,574,574,574,824,0.6966
122,53,29,40,42,26,35,1126,686,686,686,1569,0.4372
197,79,69,49,64,68,49,2179,1745,1088,1088,1232,0.8831
158,60,78,20,53,68,19,1492,1492,410,410,593,0.6914
128,33,79,16,30,63,14,969,969,312,312,412,0.7573
166,57,67,42,56,59,41,1946,1319,870,870,1294,0.6723
115,57,35,23,55,34,22,2039,859,576,576,539,1.0686
157,71,40,46,69,39,45,2213,1002,1002,1002,1020,0.9824
144,33,86,25,33,84,24,965,965,581,581,655,0.887
96,44,34,18,40,29,17,1434,787,392,392,555,0.7063
183,59,84,40,59,81,34,1798,1798,885,885,982,0.9012
141,54,54,33,46,45,27,1188,1074,655,655,1264,0.5182
136,63,49,24,53,37,19,1466,983,455,455,1052,0.4325
97,26,50,21,21,49,19,668,668,461,461,689,0.6691
118,67,26,25,66,24,22,2140,544,544,544,805,0.6758
186,80,89,17,77,86,17,2793,2291,422,422,392,1.0765
108,57,34,17,50,28,15,1397,645,286,286,565,0.5062
169,61,85,23,59,82,22,2136,2048,633,633,561,1.1283
126,63,33,30,51,31,29,1802,912,602,602,776,0.7758
200,70,87,43,70,86,42,2544,2544,1134,1134,1116,1.0161
194,68,87,39,61,77,37,2194,1879,1030,1030,1070,0.9626
129,32,55,42,31,54,40,996,996,996,996,881,1.1305
145,43,85,17,43,68,15,1540,1540,369,369,453,0.8146
152,44,58,50,39,48,48,1208,1208,1007,1007,1495,0.6736
105,21,34,50,19,29,48,545,545,545,545,556,0.9802
118,25,69,24,24,66,23,893,893,657,657,575,1.1426
148,25,73,50,24,65,49,704,704,704,704,748,0.9412
113,32,31,50,32,30,49,1181,962,962,962,897,1.0725
190,79,63,48,77,62,48,2666,1856,1435,1435,1304,1.1005
141,45,51,45,43,41,41,1464,1157,1051,1051,1127,0.9326
169,74,63,32,61,58,27,1924,1673,544,544,758,0.7177
89,34,29,26,30,25,22,937,581,533,533,724,0.7362
191,68,85,38,65,81,38,2265,1955,1067,1067,1018,1.0481
136,22,79,35,19,77,29,609,609,609,609,649,0.9384
175,63,64,48,61,57,43,2109,1429,1172,1172,1740,0.6736
116,38,59,19,36,54,18,1198,1198,382,382,551,0.6933
132,52,59,21,50,58,21,1708,1708,450,450,418,1.0766
174,43,82,49,36,80,43,1116,1116,1108,1108,1153,0.961
130,23,76,31,22,68,28,774,774,774,774,1119,0.6917
123,61,40,22,54,36,18,1503,801,415,415,766,0.5418
129,47,33,49,46,32,47,1633,961,961,961,860,1.1174
129,54,51,24,51,50,20,1763,1370,463,463,486,0.9527
167,59,66,42,47,59,36,1437,1176,773,773,1513,0.5109
134,55,50,29,54,50,28,2050,1190,605,605,545,1.1101
157,72,55,30,63,49,26,1764,1447,588,588,755,0.7788
171,58,83,30,49,68,26,1401,1401,573,573,1104,0.519
124,36,62,26,35,53,24,1080,1080,641,641,919,0.6975
135,33,86,16,25,72,13,698,698,311,311,534,0.5824
157,26,90,41,24,81,36,731,731,731,731,1025,0.7132
118,39,56,23,32,56,20,937,937,540,540,631,0.8558
126,51,27,48,42,26,40,1232,764,764,764,1015,0.7527
143,62,32,49,62,31,48,2185,951,951,951,887,1.0722
94,35,37,22,35,35,21,1044,949,567,567,548,1.0347
155,72,54,29,65,50,25,1905,1155,694,694,775,0.8955
168,53,70,45,53,69,43,1784,1784,1195,1195,1156,1.0337
154,65,53,36,62,51,36,2318,1581,1082,1082,1025,1.0556
168,66,59,43,56,53,36,1636,1231,830,830,1873,0.4431
